,title,author,genres,description,title_gs,img,sentiment_BERT
194,Simply Lies,David Baldacci,Fiction,"From the #1 New York Times bestselling author of The 6:20 Man comes a twisting new psychological thriller in which two women—one a former detective, the other a dangerous con artist—go head-to-head in an electrifying game of cat and mouse. Mickey Gibson, single mother and former detective, leads a hectic life similar to that of many moms: juggling the demands of her two small children with the tasks of her job working remotely for ProEye, a global investigation company that hunts down wealthy tax and credit cheats. When Mickey gets a call from a colleague named Arlene Robinson, she thinks nothing of Arlene’s unusual request for her to go inventory the vacant home of an arms dealer who cheated ProEye’s clients and fled. That is, until she arrives at the mansion to discover a dead body in a secret room—and that nothing is as it seems. Not only does the arms dealer not exist but the murder victim turns out to be Harry Langhorne, a man with mob ties who used to be in Witness Protection. What’s more, no one named Arlene Robinson works at ProEye. In the blink of an eye, Gibson has become a prime suspect in a murder investigation—and now her job is also on the line until she proves that she was set up. Before long, Gibson is locked in a battle of wits with a brilliant woman with no name, a hidden past, and unknown motives—whose end game is as mysterious as it is deadly.",SIMPLY+LIES,http://books.google.com/books/content?id=Av5xEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
195,The Last Thing He Told Me,Laura Dave,Fiction,"#1 NEW YORK TIMES BLOCKBUSTER * REESE WITHERSPOON BOOK CLUB PICK * NOW AN APPLE TV+ LIMITED SERIES STARRING JENNIFER GARNER * MORE THAN 2 MILLION COPIES SOLD The “page-turning, exhilarating” (PopSugar) and “heartfelt thriller” (Real Simple) about a woman who thinks she’s found the love of her life—until he disappears. Before Owen Michaels disappears, he smuggles a note to his beloved wife of one year: Protect her. Despite her confusion and fear, Hannah Hall knows exactly to whom the note refers—Owen’s sixteen-year-old daughter, Bailey. Bailey, who lost her mother tragically as a child. Bailey, who wants absolutely nothing to do with her new stepmother. As Hannah’s increasingly desperate calls to Owen go unanswered, as the FBI arrests Owen’s boss, as a US marshal and federal agents arrive at her Sausalito home unannounced, Hannah quickly realizes her husband isn’t who he said he was. And that Bailey just may hold the key to figuring out Owen’s true identity—and why he really disappeared. Hannah and Bailey set out to discover the truth. But as they start putting together the pieces of Owen’s past, they soon realize they’re also building a new future—one neither of them could have anticipated. With its breakneck pacing, dizzying plot twists, and evocative family drama, The Last Thing He Told Me is a “page-turning, exhilarating, and unforgettable” (PopSugar) suspense novel.",THE+LAST+THING+HE+TOLD+ME,http://books.google.com/books/content?id=3s8DEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
196,Dark Angel,V.C. Andrews,Fiction,"A young woman struggles with her past and a future thrust upon her with threats coming from the past and now the present. Does she have the strength to withstand and grow? From #1 New York Times bestselling author and literary phenomenon V.C. Andrews (Flowers in the Attic, My Sweet Audrina). In her grandmother’s fine, labyrinthine Boston house, Heaven Leigh Casteel dreams of a wonderful new life of new friends, the best schools, beautiful clothes, and most important, love. She is determined to make the Casteel name respectable, find her long-lost brothers and sisters, and have a family again. But even in the world of the wealthy, there are strange forebodings, secrets best forgotten. And as Heaven reaches out for love, she is slowly ensnared in a sinister web of cruel deceits and hidden passions.",DARK+ANGEL,http://books.google.com/books/content?id=c5Zs8g59rLkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
197,The Wager,David Grann,History,"From the international bestselling author of KILLERS OF THE FLOWER MOON and THE LOST CITY OF Z, a mesmerising story of shipwreck, mutiny and murder, culminating in a court martial that reveals a shocking truth. On 28th January 1742, a ramshackle vessel of patched-together wood and cloth washed up on the coast of Brazil. Inside were thirty emaciated men, barely alive, and they had an extraordinary tale to tell. They were survivors of His Majesty’s ship the Wager, a British vessel that had left England in 1740 on a secret mission during an imperial war with Spain. While chasing a Spanish treasure-filled galleon, the Wager was wrecked on a desolate island off the coast of Patagonia. The crew, marooned for months and facing starvation, built the flimsy craft and sailed for more than a hundred days, traversing 2,500 miles of storm-wracked seas. They were greeted as heroes. Then, six months later, another, even more decrepit, craft landed on the coast of Chile. This boat contained just three castaways and they had a very different story to tell. The thirty sailors who landed in Brazil were not heroes – they were mutineers. The first group responded with counter-charges of their own, of a tyrannical and murderous captain and his henchmen. While stranded on the island the crew had fallen into anarchy, with warring factions fighting for dominion over the barren wilderness. As accusations of treachery and murder flew, the Admiralty convened a court martial to determine who was telling the truth. The stakes were life-and-death—for whomever the court found guilty could hang.",THE+WAGER,http://books.google.com/books/content?id=qb-BEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
198,Killers of the Flower Moon,David Grann,True Crime,"#1 NEW YORK TIMES BESTSELLER • A twisting, haunting true-life murder mystery about one of the most monstrous crimes in American history, from the author of The Wager and The Lost City of Z, “one of the preeminent adventure and true-crime writers working today.""—New York Magazine • NATIONAL BOOK AWARD FINALIST • SOON TO BE A MAJOR MOTION PICTURE “A shocking whodunit…What more could fans of true-crime thrillers ask?”—USA Today “A masterful work of literary journalism crafted with the urgency of a mystery.” —The Boston Globe In the 1920s, the richest people per capita in the world were members of the Osage Nation in Oklahoma. After oil was discovered beneath their land, the Osage rode in chauffeured automobiles, built mansions, and sent their children to study in Europe. Then, one by one, the Osage began to be killed off. The family of an Osage woman, Mollie Burkhart, became a prime target. One of her relatives was shot. Another was poisoned. And it was just the beginning, as more and more Osage were dying under mysterious circumstances, and many of those who dared to investigate the killings were themselves murdered. As the death toll rose, the newly created FBI took up the case, and the young director, J. Edgar Hoover, turned to a former Texas Ranger named Tom White to try to unravel the mystery. White put together an undercover team, including a Native American agent who infiltrated the region, and together with the Osage began to expose one of the most chilling conspiracies in American history. Look for David Grann’s latest bestselling book, The Wager!",KILLERS+OF+THE+FLOWER+MOON,http://books.google.com/books/content?id=fPdQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
199,You Can't Joke About That,Kat Timpf,Humor,"What happens when we can’t joke about some of the most important stuff in life? In a 2019 study, 40% of people reported censoring themselves out of fear that voicing their views would alienate them from the people they care about most. Those people should probably not read this book in public. In You Can’t Joke About That, Kat Timpf shows why much of the way we talk about sensitive subjects is wrong. We’ve created all the wrong rules. We push ourselves into unnecessary conflicts when we should feel like we’re all in this together. When someone says “you can’t joke about that,” what they really mean is “this is a subject that makes people sad or angry.” Hilariously and movingly, Timpf argues that those subjects are actually the most important to joke about. She shows us we can find healing through humor regarding things you probably don't want to bring up in polite conversation, like traumatic break-ups, cancer, being broke, Dave Chappelle, rape jokes, aging, ostomy bags, religion, body image, dead moms, religion, the lab leak theory, transgender swimmers, gushing wounds, campus censorship, and bad Christmas presents. This book is Kat Timpf with her hair down, except since hers is mostly extensions, this book is Kat Timpf with her hair out. Read it because you want to get to know her better. Read it because it’s the best book on free speech and comedy in a generation. Read it because you want to laugh out loud… even at the kind of stuff we’re afraid to say out loud. Just read it, and you’ll be glad you did.",YOU+CAN'T+JOKE+ABOUT+THAT,http://books.google.com/books/content?id=34WAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
200,Crying in H Mart,Michelle Zauner,Biography & Autobiography,"#1 NEW YORK TIMES BESTSELLER • From the indie rock sensation known as Japanese Breakfast, an unforgettable memoir about family, food, grief, love, and growing up Korean American—“in losing her mother and cooking to bring her back to life, Zauner became herself” (NPR). • CELEBRATING OVER ONE YEAR ON THE NEW YORK TIMES BESTSELLER LIST In this exquisite story of family, food, grief, and endurance, Michelle Zauner proves herself far more than a dazzling singer, songwriter, and guitarist. With humor and heart, she tells of growing up one of the few Asian American kids at her school in Eugene, Oregon; of struggling with her mother's particular, high expectations of her; of a painful adolescence; of treasured months spent in her grandmother's tiny apartment in Seoul, where she and her mother would bond, late at night, over heaping plates of food. As she grew up, moving to the East Coast for college, finding work in the restaurant industry, and performing gigs with her fledgling band--and meeting the man who would become her husband--her Koreanness began to feel ever more distant, even as she found the life she wanted to live. It was her mother's diagnosis of terminal cancer, when Michelle was twenty-five, that forced a reckoning with her identity and brought her to reclaim the gifts of taste, language, and history her mother had given her. Vivacious and plainspoken, lyrical and honest, Zauner's voice is as radiantly alive on the page as it is onstage. Rich with intimate anecdotes that will resonate widely, and complete with family photos, Crying in H Mart is a book to cherish, share, and reread.",CRYING+IN+H+MART,http://books.google.com/books/content?id=kRjzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
201,Hang the Moon,Jeannette Walls,Fiction,"From Jeannette Walls, the #1 New York Times bestselling author of The Glass Castle, comes a riveting new novel about an indomitable young woman in Virginia during Prohibition. Most folk thought Sallie Kincaid was a nobody who'd amount to nothing. Sallie had other plans. Sallie Kincaid is the daughter of the biggest man in a small town, the charismatic Duke Kincaid. Born at the turn of the 20th century into a life of comfort and privilege, Sallie remembers little about her mother who died in a violent argument with the Duke. By the time she is just eight years old, the Duke has remarried and had a son, Eddie. While Sallie is her father's daughter, sharp-witted and resourceful, Eddie is his mother's son, timid and cerebral. When Sallie tries to teach young Eddie to be more like their father, her daredevil coaching leads to an accident, and Sallie is cast out. Nine years later, she returns, determined to reclaim her place in the family. That's a lot more complicated than Sallie expected, and she enters a world of conflict and lawlessness. Sallie confronts the secrets and scandals that hide in the shadows of the Big House, navigates the factions in the family and town, and finally comes into her own as a bold, sometimes reckless bootlegger. You will fall in love with Sallie Kincaid, a feisty and fearless, terrified and damaged young woman who refuses to be corralled.",HANG+THE+MOON,http://books.google.com/books/content?id=p6Z5zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
202,Where Are the Children Now?,Mary Higgins Clark,Fiction,"The legacy of the “Queen of Suspense” continues with the highly anticipated follow-up to Mary Higgins Clark’s iconic novel Where Are the Children?, featuring the children of Nancy Harmon, facing peril once again as adults. Of the fifty-six bestsellers the “Queen of Suspense” Mary Higgins Clark published in her lifetime, Where Are the Children? was her biggest, selling millions of copies and forever transforming the genre of suspense fiction. In that story, a young California mother named Nancy Harmon was convicted of murdering her two children. Though released on a technicality, she was abandoned by her husband and became such a pariah in the media that she was forced to move across the country to Cape Cod, change her identity and appearance, and start a new life. Years later her two children from a second marriage, Mike and Melissa, would go missing, and Nancy yet again became the prime suspect—but this time, Nancy was able to confront the secrets buried in her past and rescue her kids from a dangerous predator. Now, more than four decades since readers first met Nancy and her children, comes the thrilling sequel to the groundbreaking book that set the stage for future generations of psychological suspense novels. A lawyer turned successful podcaster, Melissa has recently married a man whose first wife died tragically, leaving him and their young daughter, Riley, behind. While Melissa and her brother, Mike, help their mom, Nancy, relocate from Cape Cod to the equally idyllic Hamptons, Melissa’s new stepdaughter goes missing. Drawing on the experience of their own abduction, Melissa and Mike race to find Riley to save her from the trauma they still struggle with—or worse. Just like the original, Where Are the Children Now? keeps you guessing and holding your breath until the very last page.",WHERE+ARE+THE+CHILDREN+NOW?,http://books.google.com/books/content?id=S6k1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
203,I Swear,Lane Davis,Juvenile Fiction,"""After Leslie Gatlin kills herself, her bullies reflect on how things got so far""--",I+SWEAR,http://books.google.com/books/content?id=xj86qIsQNPkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
204,The Dawn of Everything,David Graeber,Social Science,"INSTANT NEW YORK TIMES BESTSELLER A dramatically new understanding of human history, challenging our most fundamental assumptions about social evolution—from the development of agriculture and cities to the origins of the state, democracy, and inequality—and revealing new possibilities for human emancipation. For generations, our remote ancestors have been cast as primitive and childlike—either free and equal innocents, or thuggish and warlike. Civilization, we are told, could be achieved only by sacrificing those original freedoms or, alternatively, by taming our baser instincts. David Graeber and David Wengrow show how such theories first emerged in the eighteenth century as a conservative reaction to powerful critiques of European society posed by Indigenous observers and intellectuals. Revisiting this encounter has startling implications for how we make sense of human history today, including the origins of farming, property, cities, democracy, slavery, and civilization itself. Drawing on pathbreaking research in archaeology and anthropology, the authors show how history becomes a far more interesting place once we learn to throw off our conceptual shackles and perceive what’s really there. If humans did not spend 95 percent of their evolutionary past in tiny bands of hunter-gatherers, what were they doing all that time? If agriculture, and cities, did not mean a plunge into hierarchy and domination, then what kinds of social and economic organization did they lead to? The answers are often unexpected, and suggest that the course of human history may be less set in stone, and more full of playful, hopeful possibilities, than we tend to assume. The Dawn of Everything fundamentally transforms our understanding of the human past and offers a path toward imagining new forms of freedom, new ways of organizing society. This is a monumental book of formidable intellectual range, animated by curiosity, moral vision, and a faith in the power of direct action. Includes Black-and-White Illustrations",THE+DAWN+OF+EVERYTHING,http://books.google.com/books/content?id=9xkQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
205,Tasting History,Max Miller,Cooking,"NEW YORK TIMES BESTSELLER Begin your very own food journey through the centuries and around the world with the first cookbook from the beloved YouTube channel Tasting History with Max Miller. What began as a passion project when Max Miller was furloughed during Covid-19 has become a viral YouTube sensation. The Tasting History with Max Miller channel has thrilled food enthusiasts and history buffs alike as Miller recreates a dish from the past, often using historical recipes from vintage texts, but updated for modern kitchens as he tells stories behind the cuisine and culture. From ancient Rome to Ming China to medieval Europe and beyond, Miller has collected the best-loved recipes from around the world and has shared them with his fans. Now, with beautiful photographs portraying the dishes and historical artwork throughout, Tasting History compiles over sixty dishes such as: -Tuh’u: a red beet stew with leeks dating back to 1740 BC -Globi: deep-fried cheese balls with honey and poppy seeds -Soul Cakes: yeasted buns with currants from circa 1600 -Pumpkin Tourte: a crustless pumpkin cheesecake with cinnamon and sugar on top from 1570 -And much more. Including the original recipe and Miller’s modern recreation, this cookbook is a must-have for any avid cook or history fan looking to experience delicious recipes from the past.",TASTING+HISTORY,http://books.google.com/books/content?id=4MV0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
206,Life in Five Senses,Gretchen Rubin,Self-Help,"NEW YORK TIMES BESTSELLER • The #1 New York Times bestselling author of The Happiness Project discovers a surprising path to a life of more energy, creativity, luck, and love: by tuning in to the five senses. “Life in Five Senses invites us into the seismic shift toward a life grounded in sensation, vitality, and innate intelligence.”—GLENNON DOYLE, author of Untamed “An inspiring and practical guide to living in the moment.”—SUSAN CAIN, author of Bittersweet and Quiet For more than a decade, Gretchen Rubin had been studying happiness and human nature. Then, one day, a visit to her eye doctor made her realize that she’d been overlooking a key element of happiness: her five senses. She’d spent so much time stuck in her head that she’d allowed the vital sensations of life to slip away, unnoticed. This epiphany lifted her from a state of foggy preoccupation into a world rediscovered by seeing, hearing, smelling, tasting, and touching. In this journey of self-experimentation, Rubin explores the mysteries and joys of the five senses as a path to a happier, more mindful life. Drawing on cutting-edge science, philosophy, literature, and her own efforts to practice what she learns, she investigates the profound power of tuning in to the physical world. From the simple pleasures of appreciating the magic of ketchup and adding favorite songs to a playlist, to more adventurous efforts like creating a daily ritual of visiting the Metropolitan Museum of Art and attending Flavor University, Rubin show us how to experience each day with depth, delight, and connection. In the rush of daily life, she finds, our five senses offer us an immediate, sustainable way to cheer up, calm down, and engage the world around us—as well as a way to glimpse the soul and touch the transcendent. Life in Five Senses is an absorbing, layered story of discovery filled with profound insights and practical suggestions about how to heighten our senses and use our powers of perception to live fuller, richer lives—and, ultimately, how to move through the world with more vitality and love.",LIFE+IN+FIVE+SENSES,http://books.google.com/books/content?id=xQx8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
207,The Meal She Eats Cookbook,Olivia Taylor, ,"""The Meal She Eats Cookbook: From Kitchen to Table"" is a culinary masterpiece that invites you on a delectable journey through a world of flavors. This Book is a treasure trove of tantalizing recipes designed to cater to every palate, offering a delightful fusion of taste, nutrition, and culture. With a diverse array of dishes ranging from comfort classics to international culinary wonders, it's a delicious guide to nourishing your body and soul. Whether you're a seasoned chef or a novice in the kitchen, this Book will inspire you to create unforgettable meals that celebrate the art of cooking and the joy of sharing food with loved ones. Discover the secrets of crafting meals that not only satisfy your taste buds but also feed your spirit, all from the comfort of your own kitchen. Indulge in the magic of ""The Meal She Eats Cookbook"" and transform your culinary adventures from ordinary to extraordinary.",MEALS+SHE+EATS,http://books.google.com/books/content?id=21pb0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
208,The Love Stories of the Bible Speak,Shannon Bream,Religion,"Instant New York Times Bestseller! The Bible is full of “love” stories. But the Biblical idea of love is so much bigger than we imagine. Love is at the heart of the Bible. From the moment Adam declared Eve “flesh of my flesh”…to the sacrificial love of Joseph for Mary…to the deep friendship of David and Jonathan…to the abounding and never-changing love of God: The Bible is a love story. But it also redefines the way the world tells us we should think about love. The Bible reveals not just butterflies and broken hearts. In Scripture, we see God’s beautiful design for the partnership of marriage. We witness friendships that cross all boundaries. We watch as families navigate the many seasons of life. Our guiding example for them all is the deepest, most abiding, foundational love ever known: God’s unconditional love for His people. In The Love Stories of the Bible Speak, Shannon Bream draws lessons from the good, the bad, and the ugly of Biblical romances, friendships, and families. She shows how God’s love is often very different from ours, turning upside down our assumptions about life, relationships, and each other. The Love Stories of the Bible Speak reminds us that, no matter where we find ourselves, God’s unwavering love will sustain and guide us. These insights into biblical relationships will uplift and encourage you, and reveal new dimensions to the most central Christian duty: to love God and your neighbor.",THE+LOVE+STORIES+OF+THE+BIBLE+SPEAK,http://books.google.com/books/content?id=MneVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
209,The Rhythm of Time,Questlove,Juvenile Fiction,"An Instant New York Times Bestseller From the Academy Award–winning, Grammy-winning, and New York Times bestselling author Ahmir “Questlove” Thompson and the New York Times bestselling author S. A. Cosby comes this thrill-a-minute novel—the first in a rollicking time-travel adventure series that’s perfect for fans of Amari and the Night Brothers and Tristan Strong Punches a Hole in the Sky. Seventh grader Rahim Reynolds loves testing out the gadgets invented by his brilliant friend Kasia Collins. First there were the X-ray glasses and all the trouble they caused. Now there’s the new cell phone she built for his birthday, even though his parents won’t let him have one. But Rahim is excited to use the phone to search for videos of his favorite old-school rap group. What he doesn’t know is the phone has a special battery that interfaces with a secret government satellite, which spells trouble when the phone transports him back to 1997. Almost immediately, he learns what every time traveler before him has: Actions in the past jeopardize the future. With Kasia as his only lifeline to the present, Rahim works with her to get home unscathed, all the while dodging bullies (on his end) and suspicious government agents (on hers). Philadelphia in the late nineties is a new world for Rahim and Kasia, but it is a familiar place for Questlove, who, alongside S. A. Cosby, delivers a high-velocity tale where two best friends discover that sometimes the best beat is the one that brings you back home.",THE+RHYTHM+OF+TIME,http://books.google.com/books/content?id=1gqHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
210,What Do You Do with an Idea?,Kobi Yamada,Juvenile Fiction,A young boy comes up with an idea and he keeps it safe until one day he realizes the amazing power it can have.,WHAT+DO+YOU+DO+WITH+AN+IDEA?,http://books.google.com/books/content?id=zpognwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
211,Woo Hoo! You're Doing Great!,Sandra Boynton,Juvenile Fiction,"Bestselling, beloved author Sandra Boynton--and a very exuberant chicken!--have an important message to share in this inspiring and highly giftable all-ages picture book for every life milestone! Whether you are learning to skate, baking a cake, or even making a mistake, this hilarious and heartfelt rhyming book reminds us that trying our best is reason to celebrate. From children trying to master new skills to adults who had a hard week at work, we all get overwhelmed sometimes and need reassurance. And who better to offer it than a chicken exclaiming: ""WOO HOO! YOU'RE DOING GREAT!"" The ideal gift to cheer on kids and adults through life's milestones--both big and small--including moving up ceremonies and graduations, birthdays, testing out a hobby, starting out somewhere new, and so much more.",WOO+HOO!+YOU'RE+DOING+GREAT!,http://books.google.com/books/content?id=h1VGzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
212,Grumpy Monkey,Suzanne Lang,Juvenile Fiction,"The hilarious #1 New York Times bestselling picture book about a chimpanzee in a very bad mood--perfect for young children learning how to deal with confusing feelings. Jim the chimpanzee is in a terrible mood for no good reason. His friends can't understand it--how can he be in a bad mood when it's SUCH a beautiful day? They have lots of suggestions for how to make him feel better. But Jim can't take all the advice...and has a BIT of a meltdown. Could it be that he just needs a day to feel grumpy? Suzanne and Max Lang bring hilarity and levity to this very important lesson on emotional literacy, demonstrating to kids that they are allowed to feel their feelings. Jim Panzee is back and grumpier than ever in Grumpy Monkey: Party Time and Grumpy Monkey: Up All Night!",GRUMPY+MONKEY,http://books.google.com/books/content?id=j9JVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
213,"My School Trip (Bob Books Stories: Scholastic Reader, Level 1)",Lynn Maslen Kertell,Juvenile Fiction,"Take a trip to the zoo in this Scholastic Level 1 Reader from the creators of the beloved Bob Books® learn-to-read phonics box sets. Perfect for reading alongside the Stage 3 Bob Books box sets, or for any child reading at Guided Reading Level H. Jack’s class is on a field trip at the zoo. There are so many animals to see... and so many animal sounds to hear! Roarrrr! Screech! Hoot hoot! What animals will they meet? Bob Books Stories include: Words that children can sound out (decode); both short and long vowels Sight words Simple sentence structures Simple, colorful, friendly illustrations that support children’s reading and add fun! Longer stories than the books in the Bob Books box sets, which helps children build reading endurance Bob Books has been helping children learn to read through simple phonics and playful text and illustrations for more than forty years. Your child will soon join the millions of happy kids who say, “I read the whole book!”®",SCHOOL+TRIP,http://books.google.com/books/content?id=wHpCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
214,"One Piece, Vol. 102",Eiichiro Oda,Comics & Graphic Novels,"Luffy is back to face Kaido once again, but does he stand any more of a chance in this rematch against the strongest man alive? On other parts of the island, Sanji and Zolo go up against Kaido’s strongest warriors. Both will need to raise their fighting skills in order to overcome these adversaries! -- VIZ Media","ONE+PIECE,+VOL.+102",http://books.google.com/books/content?id=6-CxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
215,The Russian,James Patterson,Fiction,"When a serial killer crashes Detective Michael Bennett's wedding, he and his new partner uncover a gruesome string of cold-case homicides across the country. Weeks before NYPD Detective Michael Bennett is to marry his longtime love, Mary Catherine, an assassin announces his presence in the city with a string of grisly murders. Each victim is a young woman. And each has been killed in a manner as precise as it was gruesome. Tasked with working alongside the FBI, Bennett and his gung-ho new partner uncover multiple cold-case homicides across the country that fit the same distinctive pattern—proving the perpetrator they seek is as experienced at ending lives as he is at evading detection. Bennett promises Mary Catherine that the case won't affect their upcoming wedding. But as Bennett prepares to make a lifetime commitment, the killer has a lethal vow of his own to fulfill.",THE+RUSSIAN,http://books.google.com/books/content?id=Gzn6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
216,Suspects,Danielle Steel,Fiction,"NEW YORK TIMES BESTSELLER • A dedicated CIA agent becomes an unexpected ally to a woman haunted by the kidnapping of her family, in this thrilling novel from #1 New York Times bestselling author Danielle Steel. Theodora Morgan is fashion royalty. Founder of a wildly popular online shopping service, she is one of the most successful businesswomen in the world, although she prefers to keep a low profile, especially over the last months. It was a year ago when the unthinkable struck her family, and her husband, industry mogul Matthieu Pasquier, and their son were kidnapped and held for ransom—a nightmare that ended in tragedy. The case has gone cold, despite evidence linking the crime to Matthieu’s Russian competitors. Theo has reluctantly gone back to work running her company. On the flight to a launch party for one of her highly anticipated pop-up shops in New York City, she crosses paths with high-society networker Pierre de Vaumont. Theo politely invites him to her event—unaware that Pierre has been flagged by the CIA. Senior supervising CIA operative Mike Andrews investigates Pierre’s suspicious Russian contacts and clears him to enter the country, but when he realizes that Theodora Morgan is on the same flight, he becomes concerned for her safety. Posing as a lawyer, Mike begins a covert mission—starting with Theo’s opening party. When Mike and Theo meet, their connection is instant, but Theo is completely unaware of Mike’s true objective or identity… or that the life she is rebuilding is in grave danger.",SUSPECTS,http://books.google.com/books/content?id=IuRGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
217,Two Alone,Sandra Brown,Fiction,"Damn her. His body was still on fire. Damn her, why had she responded that way? So honestly. With no coyness. No affectation. Her mouth had been so receptive. Her kisses so generous. Her breasts so soft... Only two survive the small plane crash in the Canadian wilderness miles from civilization: Rusty Carlson, a real estate agent from Beverly Hills, who has never faced anything more perilous than L.A.’s rush hour traffic; and Cooper Landry, an embittered Vietnam veteran, who has endured the horrors of warfare and a POW camp. Rusty wouldn’t have believed herself capable of dragging her unconscious fellow passenger from the wreckage, but that was only the first challenge confronting her. The man himself is as hostile and unforgiving as the mountainous terrain in which they’re stranded. If they had a choice, they would go their separate ways. But they don’t. If they want to live, they must stay together. Teamed against the harsh elements, injury, and a pair of conniving cutthroats, Rusty and Cooper must rely on each other in order to survive. In a one room cabin they find shelter. . .but, as winter closes in, they have no protection against the sexual attraction that becomes the real test of their fortitude. Within those four rough walls, Rusty discovers that Cooper’s brusqueness arises from immeasurable heartache, and, to Cooper’s dismay, his credo of No romance, no love, no thanks becomes his desperate chant to ward against Rusty’s allure.",TWO+ALONE,http://books.google.com/books/content?id=vNA4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,negative
218,Save It for Sunday,William W. Johnstone,Fiction,"From the greatest western writers of the 21st century, the second adventure featuring circuit rider Taylor Callahan. a mysterious man in black who rides from town to town with a bible in hand and guns in his holsters, delivering the word of God and hard-fought justice… From Confederate marauder to rebel gunfighter to repentant preacherman, circuit rider Taylor Callahan’s road to perdition has been a hellish ride. Sinners beware. After riding with Missouri bushwhackers, Taylor Callahan vowed to never take another life. He’s making good on it in Peaceful Valley. By day, swamping a saloon. By night, preaching the Good Book. But this little settlement is about to become anything but peaceable. When the marshal takes a bullet in a sheepman-cattleman skirmish he pins a badge on Taylor leaving the circuit rider open to whole new world of hell . . . A railroad engineer building a line from Laramie to Denver is cutting across Arapaho land starting a war on Peace Treaty Peak. If that’s not enough to set the county on fire, Taylor’s trigger-happy past comes calling. The revenge-seeking Harris boys are hot on his tail. With the marshal down, Peaceful Valley is ripe for the taking—and blasting Taylor to kingdom come is part of the deal. If keeping the peace means breaking Taylor’s vow so be it. He’s looking forward to strapping on his Colt .45 again. That’s the gospel truth.",SAVE+IT+FOR+SUNDAY,http://books.google.com/books/content?id=9-B3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
219,Fish in a Tree,Lynda Mullaly Hunt,Juvenile Fiction,"""Fans of R.J. Palacio’s Wonder will appreciate this feel-good story of friendship and unconventional smarts.” —Kirkus Reviews Ally has been smart enough to fool a lot of smart people. Every time she lands in a new school, she is able to hide her inability to read by creating clever yet disruptive distractions. She is afraid to ask for help; after all, how can you cure dumb? However, her newest teacher Mr. Daniels sees the bright, creative kid underneath the trouble maker. With his help, Ally learns not to be so hard on herself and that dyslexia is nothing to be ashamed of. As her confidence grows, Ally feels free to be herself and the world starts opening up with possibilities. She discovers that there’s a lot more to her—and to everyone—than a label, and that great minds don’t always think alike. The author of the beloved One for the Murphys gives readers an emotionally-charged, uplifting novel that will speak to anyone who’s ever thought there was something wrong with them because they didn’t fit in. This paperback edition includes The Sketchbook of Impossible Things and discussion questions. A New York Times Bestseller! * “Unforgettable and uplifting.”—School Library Connection, starred review * ""Offering hope to those who struggle academically and demonstrating that a disability does not equal stupidity, this is as unique as its heroine.”—Booklist, starred review * “Mullaly Hunt again paints a nuanced portrayal of a sensitive, smart girl struggling with circumstances beyond her control."" —School Library Journal, starred review",FISH+IN+A+TREE,http://books.google.com/books/content?id=5ps8DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
220,Fourth Wing,Rebecca Yarros,Fiction,"As war grows more deadly, Violet Sorrengail joins the elite Navarre: the dragon riders. But she'll need to keep her wits because once you enter the Basgiath War College, there are only two ways out: graduate or die.",FOURTH+WING,http://books.google.com/books/content?id=6_CLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,neutral
