,title,summary,sentiment_BERT,sentiment_RNN,title_gs,description,img,author,genres
306,A Breath Too Late,Dangers develop when a drug trafficker becomes obsessed with a woman who has a mutual attraction to a D.E.A. agent.,neutral,neutral,TOO+LATE,"For fans of Girl in Pieces, All the Bright Places, and Girl, Interrupted comes a haunting and breathtaking YA contemporary debut novel that packs a powerful message: hope can be found in the darkness. ""Raw, heartbreaking, and poignant."" —New York Times-bestselling author Kathleen Glasgow A Chicago Public Library and Kirkus Best Book of the Year! Seventeen-year-old Ellie had no hope left. Yet the day after she dies by suicide, she finds herself in the midst of an out-of-body experience. She is a spectator, swaying between past and present, retracing the events that unfolded prior to her death. But there are gaps in her memory, fractured pieces Ellie is desperate to re-assemble. There's her mother, a songbird who wanted to break free from her oppressive cage. The boy made of brushstrokes and goofy smiles who brought color into a gray world. Her brooding father, with his sad puppy eyes and clenched fists. And Ellie's determined to find out why a piece of her was left behind. Told in epistolary-like style, Rocky Callen's deeply moving A Breath Too Late sensitively examines the beautiful and terrible moments that make up a life and the possibilities that live in even the darkest of places. Perfect for fans of the critically-acclaimed Speak, I’ll Give You the Sun, and If I Stay. ""An exquisitely played love song to life, in all of its hurts, wonders, memories, and loves."" –Jeff Zentner, Morris Award winning author of The Serpent King and Goodbye Days ""A haunting story, punctuated with brilliant points of hope and light. This is an important story. A necessary story . . . Callen’s writing radiates with passion, honesty and love."" —National Book Award finalist and Printz Award–winning author An Na",http://books.google.com/books/content?id=25GdDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Rocky Callen,Young Adult Fiction
307,A Soul of Ash and Blood,The fifth book in the Blood and Ash series. The love between Poppy and Casteel faces new challenges.,positive,positive,A+SOUL+OF+ASH+AND+BLOOD,"Only his memories can save her… A great primal power has risen. The Queen of Flesh and Fire has become the Primal of Blood and Bone—the true Primal of Life and Death. And the battle Casteel, Poppy, and their allies have been fighting has only just begun. Gods are awakening across Iliseeum and the mortal realm, readying for the war to come. But when Poppy falls into stasis, Cas faces the very real possibility that the dire, unexpected consequences of what she is becoming could take her away from him. Cas is given some advice, though—something he plans to cling to as he waits to see her beautiful eyes open once more: Talk to her. And so, he does. He reminds Poppy how their journey began, revealing things about himself that only Kieran knows in the process. But it’s anybody’s guess what she’ll wake to or exactly how much of the realm and Cas will have changed when she does. #1 New York Times bestselling author Jennifer L. Armentrout revisits Poppy and Casteel’s epic love story in the next installment of the Blood and Ash series. But this time, Hawke gets to tell the tale.",http://books.google.com/books/content?id=7_6dEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jennifer L. Armentrout,Fiction
308,American Prometheus,A biography of J. Robert Oppenheimer. Winner of the Pulitzer Prize in 2006 and an inspiration for the film “Oppenheimer.”,positive,neutral,AMERICAN+PROMETHEUS,"THE INSPIRATION FOR THE MAJOR MOTION PICTURE OPPENHEIMER • ""A riveting account of one of history’s most essential and paradoxical figures.”—Christopher Nolan #1 NEW YORK TIMES BESTSELLER • PULITZER PRIZE WINNER • The definitive biography of J. Robert Oppenheimer, one of the iconic figures of the twentieth century, a brilliant physicist who led the effort to build the atomic bomb for his country in a time of war, and who later found himself confronting the moral consequences of scientific progress. In this magisterial, acclaimed biography twenty-five years in the making, Kai Bird and Martin Sherwin capture Oppenheimer’s life and times, from his early career to his central role in the Cold War. This is biography and history at its finest, riveting and deeply informative. “A masterful account of Oppenheimer’s rise and fall, set in the context of the turbulent decades of America’s own transformation. It is a tour de force.” —Los Angeles Times Book Review “A work of voluminous scholarship and lucid insight, unifying its multifaceted portrait with a keen grasp of Oppenheimer’s essential nature.... It succeeds in deeply fathoming his most damaging, self-contradictory behavior.” —The New York Times",http://books.google.com/books/content?id=jfSn2RJZI9EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Kai Bird,Biography & Autobiography
309,Reading Jackie,A biography of the former first lady Jacqueline Kennedy Onassis.,positive,neutral,JACKIE,"Jacqueline Kennedy Onassis never wrote a memoir, but she told her life story and revealed herself in intimate ways through the nearly 100 books she brought into print as an editor at Viking and Doubleday during the last two decades of her life. Many Americans regarded Jackie as the paragon of grace, but few knew her as the woman sitting on her office floor laying out illustrations, or flying to California to persuade Michael Jackson to write his autobiography. William Kuhn provides a behind-the-scenes look at Jackie at work: commissioning books and nurturing authors, helping to shape stories that spoke to her. Based on archives and interviews with her authors, colleagues, and friends, Reading Jackie reveals the serious and the mischievous woman underneath the glamorous public image.",http://books.google.com/books/content?id=-vUfP3yvDEUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,William Kuhn,Biography & Autobiography
310,Beyond the Story,An oral history of the K-pop group that is celebrating its 10th anniversary.,positive,neutral,BEYOND+THE+STORY,"Beyond the Story: American Literary Fiction and the Limits of Materialism argues that theology is crucial to understanding the power of contemporary American stories. By drawing on the theories of M. M. Bakhtin, Christian personalism, and contemporary phenomenology, Lake argues that literary fiction activates an irreducibly personal intersubjectivity between author, reader, and characters. Stories depend on a dignity-granting valuation of the particular lives of ordinary people, which is best described as an act of love that mirrors the love of the divine. Through original readings of the fiction of Philip Roth, Cormac McCarthy, Lydia Davis, Toni Morrison, and others, Lake enters into a dialogue with postsecular theory and cognitive literary studies to reveal the limits of sociobiology’s approach to culture. The result is a book that will remind readers how storytelling continually reaffirms the transcendent value of human beings in an inherently personal cosmos. This book will be of interest to students and scholars of theology and literary studies, as well as a broad audience of readers seeking to engage on a deeper level with contemporary literature.",http://books.google.com/books/content?id=Y5OzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Christina Bieber Lake,Literary Criticism
311,The Fourth Turning,One of the authors of “The Fourth Turning” gives reflections on the cycles of history and makes predictions of potential outcomes generated by the present era of polarization.,positive,neutral,THE+FOURTH+TURNING+IS+HERE,"NATIONAL BESTSELLER • “A startling vision of what the cycles of history predict for the future.”—USA Weekend William Strauss and Neil Howe will change the way you see the world—and your place in it. With blazing originality, The Fourth Turning illuminates the past, explains the present, and reimagines the future. Most remarkably, it offers an utterly persuasive prophecy about how America’s past will predict its future. Strauss and Howe base this vision on a provocative theory of American history. The authors look back five hundred years and uncover a distinct pattern: Modern history moves in cycles, each one lasting about the length of a long human life, each composed of four eras—or ""turnings""—that last about twenty years and that always arrive in the same order. In The Fourth Turning, the authors illustrate these cycles using a brilliant analysis of the post-World War II period. First comes a High, a period of confident expansion as a new order takes root after the old has been swept away. Next comes an Awakening, a time of spiritual exploration and rebellion against the now-established order. Then comes an Unraveling, an increasingly troubled era in which individualism triumphs over crumbling institutions. Last comes a Crisis—the Fourth Turning—when society passes through a great and perilous gate in history. Together, the four turnings comprise history's seasonal rhythm of growth, maturation, entropy, and rebirth. The Fourth Turning offers bold predictions about how all of us can prepare, individually and collectively, for America’s next rendezvous with destiny.",http://books.google.com/books/content?id=c92-60DlXOUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,William Strauss,History
312,Blowback,"The former chief of staff at the Department of Homeland Security, who revealed himself to be the author of “A Warning,” gives his take on where Trumpism might be headed.",positive,neutral,BLOWBACK,"'So hard to put down' The Express 'Turn up the heat' New York Times '[Patterson] always takes thrills to the next level' Pittsburgh Tribune _______________________________________ He's America's most brilliant president ever. He's also a psychopath. US president Keegan Barrett swept into office on his success as director of the CIA. Six months into his first term, he devises a clandestine power grab with a deadly motive: Revenge. President Barrett personally orders Special Agents Liam Grey and Noa Himel to execute his plan, but their loyalties are divided. As CIA agents they've sworn to support and defend the Constitution of the United States against all threats, both foreign and domestic. When the threat comes directly from the Oval Office, that's where the blowback begins. _______________________________________ Readers are loving Blowback . . . 'I loved this book!' 'Love James Patterson's books and once again, he doesn't disappoint.' 'A real page turner' 'Amazing storyline and hard to put down' 'Superb pace, gripping and unpredictable' 'Deserves 10 stars' 'Great read from start to finish' ______________________________________ Praise for James Patterson 'The master storyteller of our times' Hillary Rodham Clinton 'No one gets this big without amazing natural storytelling talent - which is what Jim has, in spades' Lee Child 'Nobody does it better' Jeffery Deaver 'A writer with an unusual skill at thriller plotting' Mark Lawson, Guardian 'One of the greatest storytellers of all time' Patricia Cornwell 'James Patterson is The Boss. End of.' Ian Rankin",http://books.google.com/books/content?id=8QNVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,James Patterson,Fiction
313,Crook Manifesto,"In 1970s Harlem, a furniture store owner and his partner in crime find themselves up against shady and violent forces.",positive,neutral,CROOK+MANIFESTO,"Two-time Pulitzer Prize winning Colson Whitehead continues his Harlem saga in a powerful and hugely-entertaining novel that summons 1970s New York in all its seedy glory. It's 1971. Trash piles up on the streets, crime is at an all-time high, the city is careening towards bankruptcy, and a shooting war has broken out between the NYPD and the Black Liberation Army. Amidst this collective nervous breakdown furniture store owner and ex-fence Ray Carney tries to keep his head down and his business thriving. His days moving stolen goods around the city are over. It's strictly the straight-and-narrow for him--until he needs Jackson 5 tickets for his daughter May and he decides to hit up his old police contact Munson, fixer extraordinaire. But Munson has his own favors to ask of Carney and staying out of the game gets a lot more complicated--and deadly. 1973. The counter-culture has created a new generation, the old ways are being overthrown, but there is one constant, Pepper, Carney's endearingly violent partner in crime. It's getting harder to put together a reliable crew for hijackings, heists and assorted felonies, so Pepper takes on a side gig doing security on a Blaxploitation shoot in Harlem. He finds himself in a freaky world of Hollywood stars, up-and-coming comedians, and celebrity drug dealers, in addition to the usual cast of hustlers, mobsters and hit men. These adversaries underestimate the seasoned crook--to their regret. 1976. Harlem is burning, block by block, while the whole county is gearing up for Bicentennial celebrations. Carney is trying to come up with a July 4th ad he can live with. (""Two Hundred Years of Getting Away with It!""), while his wife Elizabeth is campaigning for her childhood friend, the former assistant D.A. and rising politician Alexander Oakes. When a fire severely injures one of Carney's tenants, he enlists Pepper to look into who may be behind it. Our crooked duo have to battle their way through a crumbling metropolis run by the shady, the violent and the utterly corrupted. Crook Manifesto is a darkly funny tale of a city under siege, but also a sneakily searching portrait of the meaning of family. Colson Whitehead's kaleidoscopic portrait of Harlem is sure to stand as one of the all-time great evocations of a place and a time.",http://books.google.com/books/content?id=QriTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Colson Whitehead,Fiction
314,The Lords of Easy Money,The actor recounts his misadventures in cryptocurrency and analyzes its decline in value.,positive,neutral,EASY+MONEY,"""The New York Times bestselling business journalist Christopher Leonard infiltrates one of America's most mysterious institutions--the Federal Reserve--to show how its policies over the past ten years have accelerated income inequality and put our country's economic stability at risk""--",http://books.google.com/books/content?id=AdhUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Christopher Leonard,Business & Economics
315,The Glass Castle,The author recalls how she and her siblings were constantly moved from one bleak place to another.,positive,neutral,THE+GLASS+CASTLE,"A triumphant tale of a young woman and her difficult childhood, The Glass Castle is a remarkable memoir of resilience, redemption, and a revelatory look into a family at once deeply dysfunctional and wonderfully vibrant. Jeannette Walls was the second of four children raised by anti-institutional parents in a household of extremes.",http://books.google.com/books/content?id=BTMknk-qvacC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jeannette Walls,Biography & Autobiography
316,Skandar and the Unicorn Thief,Skandar dreams of becoming a unicorn rider and competing in the Chaos Cup.,positive,neutral,SKANDAR+AND+THE+UNICORN+THIEF,"Soar into a breathtaking world of heroes and unicorns as you’ve never seen them before in this fantastical middle grade debut perfect for fans of the Percy Jackson and Eragon series! Skandar Smith has always yearned to leave the Mainland and escape to the secretive Island, where wild unicorns roam free. He’s spent years studying for his Hatchery exam, the annual test that selects a handful of Mainlander thirteen-year-olds to train to become unicorn riders. But on the day of Skandar’s exam, things go horribly wrong, and his hopes are shattered…until a mysterious figure knocks on his door at midnight, bearing a message: the Island is in peril and Skandar must answer its call. Skandar is thrust into a world of epic sky battles, dangerous clashes with wild unicorns, and rumors of a shadowy villain amassing a unicorn army. And the closer Skandar grows to his newfound friends and community of riders, the harder it becomes to keep his secrets—especially when he discovers their lives may all be in graver danger than he ever imagined.",http://books.google.com/books/content?id=_GBMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A.F. Steadman,Juvenile Fiction
317,Don't Let the Pigeon Drive the Bus!,Pigeon deals with the anxieties of going to school for the first time.,positive,positive,THE+PIGEON+HAS+TO+GO+TO+SCHOOL!,"When a bus driver takes a break, he gives the reader just one instruction: ""Don't let the pigeon drive the bus!"" But, boy, that pigeon tries every trick in the book to get in that driving seat: he whines, wheedles, fibs and flatters. Will you let him drive?",http://books.google.com/books/content?id=7z6OzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mo Willems,Braille books
318,"Time for School, Little Blue Truck",Blue gives a friend a ride to school.,positive,neutral,"TIME+FOR+SCHOOL,+LITTLE+BLUE+TRUCK","Ride along to school with the #1 New York Times best-selling Little Blue Truck and meet Blue's new friend: a bright yellow school bus. Beep-beep! Little Blue Truck and his good friend Toad are excited to meet a bright yellow school bus on the road. They see all the little animals lined up in the school bus's many windows, and Blue wishes he could be a school bus too. What a fun job--but much too big for a little pickup like Blue. Or is it? When somebody misses the bus, it's up to Blue to get his friend to school on time. Beep! Beep! Vroom! Also enjoy Blue's bedtime ride in Good Night, Little Blue Truck and his trip to the city in Little Blue Truck Leads the Way.",http://books.google.com/books/content?id=qiTrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Alice Schertle,Juvenile Fiction
319,Invisible Things,A look at the invisible things that make up the human experience.,positive,neutral,INVISIBLE+THINGS,"A sharp allegorical novel about a hidden human civilization, a crucial election, and a mysterious invisible force that must not be named, by one of our most imaginative comic novelists LONGLISTED FOR THE PEN/FAULKNER AWARD • ONE OF THE BEST BOOKS OF THE YEAR: The Washington Post When sociologist Nalini Jackson joins the SS Delany for the first manned mission to Jupiter, all she wants is a career opportunity: the chance to conduct the first field study of group dynamics on long-haul cryoships. But what she discovers instead is an entire city encased in a bubble on Europa, Jupiter’s largest moon. Even more unexpected, Nalini and the rest of the crew soon find themselves abducted and joining its captive population, forced to start new lives in a place called New Roanoke. New Roanoke is a city riven by wealth inequality and governed by a feckless, predatory elite, its economy run on heedless consumption and income inequality. But in other ways it’s different from the cities we already know: it’s covered by an enormous dome, it’s populated by alien abductees, and it happens to be terrorized by an invisible entity so disturbing that no one even dares acknowledge its existence. Albuquerque chauffer Chase Eubanks is pretty darn sure aliens stole his wife. People mock him for saying that, but he doesn’t care who knows it. So when his philanthropist boss funds a top-secret rescue mission to save New Roanoke’s abductees, Chase jumps at the chance to find her. The plan: Get the astronauts out and provide the population with the tech they need to escape this alien world. The reality: Nothing is ever simple when dealing with the complex, contradictory, and contrarian impulses of everyday earthlings. This is a madcap, surreal adventure into a Jovian mirror world, one grappling with the same polarized politics, existential crises, and mass denialism that obsess and divide our own. Will New Roanoke survive? Will we?",http://books.google.com/books/content?id=ftKpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Mat Johnson,Fiction
320,Knight Owl,A young owl must prove himself when an intruder comes to the castle.,positive,neutral,KNIGHT+OWL,"A Caldecott Honor Winner and New York Times Bestseller! A determined Owl builds strength and confidence in this medieval picture book about the real mettle of a hero: wits, humor, and heart. Since the day he hatched, Owl dreamed of becoming a real knight. He may not be the biggest or the strongest, but his sharp nocturnal instincts can help protect the castle, especially since many knights have recently gone missing. While holding guard during Knight Night Watch, Owl is faced with the ultimate trial—a frightening intruder. It’s a daunting duel by any measure. But what Owl lacks in size, he makes up for in good ideas. Full of wordplay and optimism, this surprising display of bravery proves that cleverness (and friendship) can rule over brawn.",http://books.google.com/books/content?id=nchpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Christopher Denise,Juvenile Fiction
321,All of Us Villains,The stories of Disney’s most feared characters.,positive,neutral,VILLAINS,"A NEW YORK TIMES BESTSELLER An Indie Bestseller! An Indie Next Pick! The blockbuster co-writing debut of Amanda Foody and C. L. Herman, All of Us Villains begins a dark tale of ambition and magick... You Fell in Love with the Victors of the Hunger Games. Now Prepare to Meet the Villains of the Blood Veil. The Blood Moon rises. The Blood Veil falls. The Tournament begins. Every generation, at the coming of the Blood Moon, seven families in the remote city of Ilvernath each name a champion to compete in a tournament to the death. The prize? Exclusive control over a secret wellspring of high magick, the most powerful resource in the world—one thought long depleted. But this year a scandalous tell-all book has exposed the tournament and thrust the seven new champions into the worldwide spotlight. The book also granted them valuable information previous champions never had—insight into the other families’ strategies, secrets, and weaknesses. And most important, it gave them a choice: accept their fate or rewrite their legacy. Either way, this is a story that must be penned in blood. The All of Us Villains Duology: #1) All of Us Villains #2) All of Our Demise At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",http://books.google.com/books/content?id=ug0NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Amanda Foody,Young Adult Fiction
322,"Avatar, The Last Airbender: The Rise of Kyoshi (Chronicles of the Avatar Book 1)","The prequel to ""Avatar: The Last Airbender"" follows the adventures of Avatars Kyoshi and Yangchen.",positive,positive,CHRONICLES+OF+THE+AVATAR,"From the world of Avatar: The Last Airbender comes the instant USA Today and New York Times bestselling novel starring Avatar Kyoshi—now in paperback! Justice begins with one woman. After nine years of desperate searching for the next Avatar, the discovery of young, charming Avatar Yun has brought stability to the four nations—that is, until Earth Kingdom-born Kyoshi, Yun’s unassuming friend and servant, demonstrates remarkable bending during a mission to the South Pole. With the identity of the true Avatar at stake and the growing unrest among her allies turning into violence, Kyoshi is forced to flee the Avatar mansion with her fiery friend Rangi, taking little more than the metal war fans and headdress her parents left behind. It isn’t easy finding Avatar training on the run, but Kyoshi and Rangi find unlikely supporters in the daofei: ragtag criminals and outlaws living in the shadows of the Earth Kingdom. Torn between following the traditional path of an Avatar and seeking vengeance for those she has lost, Kyoshi struggles to accept her newfound power as she trains in secret. But while Kyoshi, Rangi, and her daofei friends face off against brutal underworld rivals, those who seek to control the Avatar draw ever closer to her, leaving trails of the dead in their wake. The story behind the longest-living Avatar in the history of this beloved world, The Rise of Kyoshi maps Kyoshi’s journey from a girl of humble origins to the merciless pursuer of justice still feared and admired centuries after becoming the Avatar.",http://books.google.com/books/content?id=QxprDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,F. C. Yee,Young Adult Fiction
323,Divine Rivals,Two young rival journalists find love through a magical connection.,positive,neutral,DIVINE+RIVALS,"When two young rival journalists find love through a magical connection, they must face the depths of hell, in a war among gods, to seal their fate forever. After centuries of sleep, the gods are warring again. But eighteen-year-old Iris Winnow just wants to hold her family together. Her mother is suffering from addiction and her brother is missing from the front lines. Her best bet is to win the columnist promotion at the Oath Gazette. To combat her worries, Iris writes letters to her brother and slips them beneath her wardrobe door, where they vanish—into the hands of Roman Kitt, her cold and handsome rival at the paper. When he anonymously writes Iris back, the two of them forge a connection that will follow Iris all the way to the front lines of battle: for her brother, the fate of mankind, and love. Shadow and Bone meets Lore in Rebecca Ross's Divine Rivals, an epic enemies-to-lovers fantasy novel filled with hope and heartbreak, and the unparalleled power of love.",http://books.google.com/books/content?id=C5BrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Rebecca Ross,Young Adult Fiction
324,The Ballad of Never After,"After vowing to never trust the Prince of Hearts again, Evangeline finds that he may be the only one she can trust.",neutral,neutral,THE+BALLAD+OF+NEVER+AFTER,"#1 NEW YORK TIMES BESTSELLER! Stephanie Garber’s THE BALLAD OF NEVER AFTER is the jaw-dropping sequel to the ONCE UPON A BROKEN HEART, starring Evangeline Fox and the Prince of Hearts on a new journey of magic, mystery, and heartbreak Not every love is meant to be. After Jacks, the Prince of Hearts, betrays her, Evangeline Fox swears she'll never trust him again. Now that she’s discovered her own magic, Evangeline believes she can use it to restore the chance at happily ever after that Jacks stole away. But when a new terrifying curse is revealed, Evangeline finds herself entering into a tenuous partnership with the Prince of Hearts again. Only this time, the rules have changed. Jacks isn’t the only force Evangeline needs to be wary of. In fact, he might be the only one she can trust, despite her desire to despise him. Instead of a love spell wreaking havoc on Evangeline’s life, a murderous spell has been cast. To break it, Evangeline and Jacks will have to do battle with old friends, new foes, and a magic that plays with heads and hearts. Evangeline has always trusted her heart, but this time she’s not sure she can. . . .",http://books.google.com/books/content?id=f05VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Stephanie Garber,Young Adult Fiction
325,You're Not Supposed to Die Tonight,"Charity, a counselor at a horror-simulation camp, finds herself in a real-life thriller.",positive,neutral,YOU'RE+NOT+SUPPOSED+TO+DIE+TONIGHT,"Instant New York Times bestseller! At Camp Mirror Lake, terror is the name of the game . . . but can you survive the night? This heart-pounding slasher by New York Times bestselling author Kalynn Bayron is perfect for fans of Fear Street. Charity has the summer job of her dreams, playing the “final girl” at Camp Mirror Lake. Guests pay to be scared in this full-contact terror game, as Charity and her summer crew recreate scenes from a classic slasher film, The Curse of Camp Mirror Lake. The more realistic the fear, the better for business. But the last weekend of the season, Charity's co-workers begin disappearing. And when one ends up dead, Charity's role as the final girl suddenly becomes all too real. If Charity and her girlfriend Bezi hope to survive the night, they'll need figure out what this killer is after. As they unravel the bloody history of the real Mirror Lake, Charity discovers that there may be more to the story than she ever suspected . . .",http://books.google.com/books/content?id=32maEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Kalynn Bayron,Young Adult Fiction
326,Light Bringer,"The sixth book in the Red Rising series. Darrow goes on an interplanetary adventure in the hope of defending Mars from conquest by Lysander. Read by Tim Gerard Reynolds. 30 hours, 8 minutes unabridged.",positive,neutral,LIGHT+BRINGER,"NEW YORK TIMES BESTSELLER • Darrow returns as Pierce Brown’s New York Times bestselling Red Rising series continues in the thrilling sequel to Dark Age. The Reaper is a legend, more myth than man: the savior of worlds, the leader of the Rising, the breaker of chains. But the Reaper is also Darrow, born of the red soil of Mars: a husband, a father, a friend. Marooned far from home after a devastating defeat on the battlefields of Mercury, Darrow longs to return to his wife and sovereign, Virginia, to defend Mars from its bloodthirsty would-be conqueror Lysander. Lysander longs to destroy the Rising and restore the supremacy of Gold, and will raze the worlds to realize his ambitions. The worlds once needed the Reaper. But now they need Darrow, and Darrow needs the people he loves—Virginia, Cassius, Sevro—in order to defend the Republic. So begins Darrow’s long voyage home, an interplanetary adventure where old friends will reunite, new alliances will be forged, and rivals will clash on the battlefield. Because Eo’s dream is still alive—and after the dark age will come a new age: of light, of victory, of hope. Don’t miss any of Pierce Brown’s Red Rising Saga: RED RISING • GOLDEN SON • MORNING STAR • IRON GOLD • DARK AGE • LIGHT BRINGER",http://books.google.com/books/content?id=AbV5EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Pierce Brown,Fiction
327,Wool,A community lives underground in a dystopian world. Everything changes when one person decides to go outside. Read by Edoardo Ballerini. 15 hours unabridged.,positive,neutral,WOOL,"In a future toxic landscape, a community that lives in an underground silo is rocked by the desire of Sheriff Holston, who has upheld the group's rules for years, to go outside, setting in motion events that kindle the fire of revolution.",http://books.google.com/books/content?id=MyIukohIVRwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Hugh Howey,Fiction
328,The Bad Guys in Let the Games Begin! (The Bad Guys #17),The 17th book in the Bad Guys series. The wannabe heroes return and a major shift in perception takes place.,positive,neutral,THE+BAD+GUYS+IN+LET+THE+GAMES+BEGIN,"NOW A MAJOR MOTION PICTURE! ""I wish I'd had these books as a kid. Hilarious!"" -- Dav Pilkey, creator of Captain Underpants and Dog Man They may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not in this New York Times bestselling illustrated series. OK. It’s time to stop messin’ around . . . In this book, the One IS going to be reunited with the Others. You ARE going to actually meet the REAL DREAD OVERLORD SPLAARGHÖN. And ONE CHARACTER is going to change EVERYTHING you thought you knew. This is the one you’ve been waiting for!",http://books.google.com/books/content?id=AWd-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Aaron Blabey,Juvenile Fiction
329,Karen's Haircut: A Graphic Novel (Baby-Sitters Little Sister #7),The seventh book in the Baby-Sitters Little Sister Series. A new haircut adds to Karen’s anxieties.,positive,neutral,KAREN'S+HAIRCUT,"Another graphic novel in this fun series spin-off of The Baby-sitters Club, featuring Kristy's little stepsister! Karen feels like an ugly duckling. She already has to wear glasses, and now her baby teeth are starting to come out, too. Fortunately, she knows exactly what will make her look glamorous -- a new haircut. But the beauty parlor lady cuts Karen's hair all wrong! Karen is devastated and worried about what the kids at school will say. Can Karen get back to feeling like her usual confident self?",http://books.google.com/books/content?id=8mF-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ann M. Martin,Juvenile Fiction
330,"One Piece, Vol. 103",The fight between Luffy and Kaido intensifies as other skirmishes erupt.,positive,neutral,"ONE+PIECE,+VOL.+103","As Sanji and Zolo defeat the two remaining Lead Performers of the Animal Kingdom pirates, the battle intensifies between Luffy and Kaido! Meanwhile, Kid and Law are locked in a furious melee with Big Mom. Can the upstarts defeat two reigning Emperors of the Sea?! -- VIZ Media",http://books.google.com/books/content?id=KR6VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Eiichiro Oda,Comics & Graphic Novels
331,Teacher's Pet,The second book in the Sweet Valley Twins graphic novel series. Jessica seeks recognition from her teacher for her dancing. Adapted by Nicole Andelfinger.,positive,negative,TEACHER'S+PET,"‘He manipulated me by making me feel special ... then duped me into thinking I was to blame.’ Hayley was just 12 when she met Mr Willson, the new drama teacher at her school. Good looking and charismatic, he was classic schoolgirl-crush material. Hayley was flattered by the attention he gave her, and he soon befriended her parents. Little did they know they were all being groomed. Hayley allowed Mr Willson to do unspeakable things to her, and after the relationship ended it took almost 20 years of guilt and crippling self-esteem issues before a complete breakdown prompted her to tell her parents, and they went with her to the police. This is the shocking true story of a schoolgirl groomed by her teacher, and her courageous journey to heal the wrongs of her past.",http://books.google.com/books/content?id=ZwIQDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Hayley McGregor,Biography & Autobiography
332,Best Friends,The first book in the Sweet Valley Twins graphic novel series. The twins discover some differences between them as they start middle school. Adapted by Nicole Andelfinger.,positive,neutral,BEST+FRIENDS,"Discover a place where every creature is safe and loved in the inspiring true story of Best Friends, the no-kill animal sanctuary in Angel Canyon, Utah. In the summer of 1982, a group of young men and women pooled every penny they had and bought three thousand acres of desert in Utah. It was to become the most famous no-kill animal sanctuary in the world—a haven for over two thousand furry and feathered friends, including: Sinjin, the badly burned black cat who survived to welcome others home; Victor, the abandoned Australian Shepherd mix who became the Godfather of dogs; Sparkles, the broken-down pack horse who comforts humans and animals; and then there’s Tyson and Tommy, two tiny black kittens who have something to teach us all . . . In Best Friends, you’ll fall in love with the animals and the people who share a special bond, whose enchanting adventures together will touch your heart with the true meaning of friendship. Includes an introduction by Mary Tyler Moore",http://books.google.com/books/content?id=Sr7xAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Samantha Glen,Pets
